Data;San Giorgio D.Vento med. 10m;San Giorgio V.Vento med.10m;San Giorgio V.Vento max;San Giorgio Temperatura;San Giorgio Umidita';San Giorgio Radiazione solare
2025-02-02 18:10:00;140;1.2;1.7;11.0;73.0;
2025-02-02 18:15:00;149;1.6;2.9;10.0;73.0;0
2025-02-02 18:20:00;177;2.1;2.8;9.9;75.0;0
2025-02-02 18:25:00;171;1.2;1.7;10.5;75.0;
2025-02-02 18:30:00;173;1.3;1.8;9.6;75.0;0
2025-02-02 18:35:00;177;1.8;2.2;9.7;77.0;
2025-02-02 18:40:00;190;1.8;2.1;9.7;78.0;
2025-02-02 18:45:00;202;1.8;2.0;9.4;79.0;0
2025-02-02 18:50:00;185;1.8;2.4;9.4;80.0;
2025-02-02 18:55:00;197;1.7;2.2;9.4;80.0;0
2025-02-02 19:00:00;188;1.7;2.1;9.3;81.0;
2025-02-02 19:05:00;208;2.1;2.5;9.5;81.0;
2025-02-02 19:10:00;218;2.0;2.4;9.4;81.0;
2025-02-02 19:15:00;207;1.6;2.0;9.6;81.0;
2025-02-02 19:20:00;197;1.6;2.0;9.4;80.0;
2025-02-02 19:25:00;198;1.6;2.2;9.4;80.0;0
2025-02-02 19:30:00;211;1.3;1.5;9.5;80.0;
2025-02-02 19:35:00;196;1.2;1.4;9.5;80.0;
2025-02-02 19:40:00;223;1.8;2.1;9.7;80.0;
2025-02-02 19:45:00;229;2.1;2.3;9.7;79.0;
2025-02-02 19:50:00;232;2.2;2.3;9.7;77.0;
2025-02-02 19:55:00;238;2.2;2.4;9.6;77.0;
2025-02-02 20:00:00;242;2.3;2.6;9.9;76.0;
2025-02-02 20:05:00;253;2.6;2.9;9.8;76.0;
2025-02-02 20:10:00;260;2.6;2.9;10.0;76.0;
2025-02-02 20:15:00;266;2.4;2.6;9.9;75.0;
2025-02-02 20:20:00;269;2.7;3.2;10.2;75.0;
2025-02-02 20:25:00;261;2.5;2.9;9.9;75.0;0
2025-02-02 20:30:00;264;2.1;2.5;9.9;76.0;
2025-02-02 20:35:00;272;1.9;2.3;9.8;76.0;
2025-02-02 20:40:00;281;1.7;2.2;9.7;76.0;0
2025-02-02 20:45:00;289;1.6;2.5;9.6;76.0;0
2025-02-02 20:50:00;302;1.7;2.1;9.7;76.0;
2025-02-02 20:55:00;303;1.9;2.4;9.7;77.0;
2025-02-02 21:00:00;303;2.3;3.1;9.8;77.0;
2025-02-02 21:05:00;296;2.3;3.0;9.7;76.0;
2025-02-02 21:10:00;305;3.1;3.6;9.8;76.0;
2025-02-02 21:15:00;311;3.4;4.2;9.7;76.0;
2025-02-02 21:20:00;313;3.4;4.0;9.6;76.0;0
2025-02-02 21:25:00;314;3.7;4.5;9.6;76.0;
2025-02-02 21:30:00;315;3.8;4.8;9.6;76.0;
2025-02-02 21:35:00;317;4.0;4.8;9.3;76.0;0
2025-02-02 21:40:00;325;4.2;5.4;9.2;76.0;0
2025-02-02 21:45:00;323;4.7;5.9;8.8;77.0;0
2025-02-02 21:50:00;331;4.2;5.7;8.8;78.0;0
2025-02-02 21:55:00;332;4.5;5.6;8.9;78.0;0
2025-02-02 22:00:00;333;4.6;5.6;8.9;78.0;
2025-02-02 22:05:00;339;4.8;6.0;9.0;78.0;
2025-02-02 22:10:00;338;5.1;6.3;9.3;78.0;
2025-02-02 22:15:00;353;3.5;5.4;9.0;77.0;0
2025-02-02 22:20:00;354;3.6;4.4;8.9;77.0;
2025-02-02 22:25:00;2;3.7;5.1;9.0;76.0;
2025-02-02 22:30:00;9;4.2;6.0;9.0;76.0;0
2025-02-02 22:35:00;14;3.5;4.7;8.7;75.0;0
2025-02-02 22:40:00;359;3.5;4.2;8.5;76.0;0
2025-02-02 22:45:00;3;3.4;4.4;8.5;77.0;0
2025-02-02 22:50:00;8;3.6;4.9;8.3;77.0;0
2025-02-02 22:55:00;354;3.9;4.6;8.3;77.0;0
2025-02-02 23:00:00;346;3.9;4.6;8.1;78.0;0
2025-02-02 23:05:00;351;3.6;4.3;8.1;78.0;0
2025-02-02 23:10:00;354;3.2;4.5;7.9;78.0;0
2025-02-02 23:15:00;355;3.5;4.1;7.8;78.0;0
2025-02-02 23:20:00;355;4.2;5.0;7.7;78.0;0
2025-02-02 23:25:00;352;4.8;5.7;7.6;78.0;0
2025-02-02 23:30:00;353;5.3;6.3;7.6;78.0;0
2025-02-02 23:35:00;353;4.9;5.9;7.5;79.0;0
2025-02-02 23:40:00;354;5.0;6.2;7.5;78.0;
2025-02-02 23:45:00;351;5.4;6.7;7.4;78.0;0
2025-02-02 23:50:00;354;5.1;6.0;7.4;78.0;0
2025-02-02 23:55:00;354;4.9;6.2;7.3;78.0;0
2025-02-03 00:00:00;351;5.2;6.2;7.2;78.0;0
2025-02-03 00:05:00;351;5.4;6.5;7.1;78.0;0
2025-02-03 00:10:00;352;5.3;6.2;7.0;78.0;0
2025-02-03 00:15:00;353;5.3;6.2;7.0;78.0;0
2025-02-03 00:20:00;357;4.9;6.6;7.0;78.0;0
2025-02-03 00:25:00;359;4.5;5.3;6.9;78.0;0
2025-02-03 00:30:00;358;5.0;6.0;6.9;78.0;0
2025-02-03 00:35:00;359;4.8;5.8;6.8;78.0;0
2025-02-03 00:40:00;358;4.4;5.7;6.7;78.0;0
2025-02-03 00:45:00;354;4.3;5.5;6.6;78.0;0
2025-02-03 00:50:00;352;4.7;5.4;6.6;78.0;0
2025-02-03 00:55:00;351;4.7;6.0;6.6;79.0;0
2025-02-03 01:00:00;352;4.4;5.4;6.6;79.0;0
2025-02-03 01:05:00;353;4.7;5.7;6.5;79.0;0
2025-02-03 01:10:00;353;4.9;5.9;6.5;79.0;0
2025-02-03 01:15:00;352;4.5;5.5;6.5;79.0;0
2025-02-03 01:20:00;353;4.4;5.4;6.5;79.0;
2025-02-03 01:25:00;353;4.5;5.5;6.4;79.0;0
2025-02-03 01:30:00;354;4.1;5.1;6.4;79.0;
2025-02-03 01:35:00;353;3.9;4.6;6.5;79.0;
2025-02-03 01:40:00;352;4.0;5.0;6.4;79.0;
2025-02-03 01:45:00;353;4.7;5.3;6.4;79.0;
2025-02-03 01:50:00;354;4.8;6.0;6.5;79.0;
2025-02-03 01:55:00;356;5.1;5.9;6.5;79.0;
2025-02-03 02:00:00;356;4.8;6.1;6.5;78.0;
2025-02-03 02:05:00;358;4.6;5.5;6.6;78.0;
2025-02-03 02:10:00;2;4.4;5.4;6.6;78.0;
2025-02-03 02:15:00;2;4.3;5.3;6.6;78.0;
2025-02-03 02:20:00;2;4.6;5.4;6.7;78.0;
2025-02-03 02:25:00;3;4.9;5.5;6.7;78.0;
2025-02-03 02:30:00;359;5.2;6.2;6.6;78.0;
2025-02-03 02:35:00;358;5.0;6.4;6.6;78.0;
2025-02-03 02:40:00;358;4.8;6.1;6.6;78.0;0
2025-02-03 02:45:00;0;4.6;5.8;6.6;77.0;0
2025-02-03 02:50:00;1;4.2;5.3;6.5;78.0;0
2025-02-03 02:55:00;5;3.9;4.7;6.5;78.0;0
2025-02-03 03:00:00;1;4.4;5.1;6.5;78.0;
2025-02-03 03:05:00;0;4.7;5.7;6.5;78.0;
2025-02-03 03:10:00;359;4.7;5.9;6.4;78.0;
2025-02-03 03:15:00;355;4.5;5.1;6.2;78.0;0
2025-02-03 03:20:00;356;4.6;5.4;6.2;78.0;0
2025-02-03 03:25:00;355;4.3;5.3;6.1;78.0;0
2025-02-03 03:30:00;353;4.5;5.8;6.1;78.0;0
2025-02-03 03:35:00;357;4.2;5.1;6.1;78.0;
2025-02-03 03:40:00;356;4.3;5.1;6.1;79.0;
2025-02-03 03:45:00;354;4.0;4.8;6.1;79.0;0
2025-02-03 03:50:00;353;3.9;4.4;6.0;79.0;0
2025-02-03 03:55:00;351;4.0;4.7;6.0;79.0;0
2025-02-03 04:00:00;350;4.4;5.6;6.0;79.0;0
2025-02-03 04:05:00;353;4.6;5.7;5.9;79.0;
2025-02-03 04:10:00;354;4.2;5.1;6.0;78.0;
2025-02-03 04:15:00;351;3.9;5.3;6.0;78.0;
2025-02-03 04:20:00;352;4.1;5.1;6.0;78.0;
2025-02-03 04:25:00;351;4.2;5.1;6.0;78.0;
2025-02-03 04:30:00;347;4.4;5.2;6.0;78.0;
2025-02-03 04:35:00;351;4.3;4.9;6.0;78.0;
2025-02-03 04:40:00;347;4.3;5.4;5.9;78.0;0
2025-02-03 04:45:00;343;4.0;4.7;5.8;78.0;0
2025-02-03 04:50:00;341;4.2;5.4;5.7;78.0;0
2025-02-03 04:55:00;340;3.9;5.2;5.8;78.0;0
2025-02-03 05:00:00;344;3.5;4.9;5.8;78.0;
2025-02-03 05:05:00;343;4.1;5.3;5.8;78.0;
2025-02-03 05:10:00;343;4.2;5.4;5.7;78.0;0
2025-02-03 05:15:00;345;3.9;5.2;5.9;78.0;
2025-02-03 05:20:00;349;3.5;4.6;5.8;78.0;
2025-02-03 05:25:00;347;3.6;5.0;5.8;78.0;
2025-02-03 05:30:00;352;3.3;4.1;5.9;78.0;
2025-02-03 05:35:00;356;3.7;4.6;6.0;78.0;
2025-02-03 05:40:00;355;4.9;6.2;6.0;78.0;
2025-02-03 05:45:00;352;5.4;6.4;5.9;78.0;
2025-02-03 05:50:00;352;5.2;6.5;5.9;78.0;
2025-02-03 05:55:00;352;4.3;5.3;5.9;78.0;0
2025-02-03 06:00:00;349;4.7;5.6;5.8;78.0;0
2025-02-03 06:05:00;350;4.8;6.1;5.8;78.0;
2025-02-03 06:10:00;354;5.1;6.3;5.8;78.0;
2025-02-03 06:15:00;355;5.6;6.7;5.8;78.0;
2025-02-03 06:20:00;355;5.8;7.7;5.8;77.0;
2025-02-03 06:25:00;354;5.6;6.9;5.8;77.0;0
2025-02-03 06:30:00;355;5.5;6.7;5.7;77.0;0
2025-02-03 06:35:00;353;5.3;6.5;5.8;78.0;
2025-02-03 06:40:00;351;5.4;6.7;5.8;77.0;
2025-02-03 06:45:00;351;5.4;6.7;5.9;77.0;
2025-02-03 06:50:00;352;5.3;6.8;5.9;77.0;0
2025-02-03 06:55:00;351;4.7;5.6;5.9;77.0;
2025-02-03 07:00:00;353;4.6;5.7;6.0;77.0;
2025-02-03 07:05:00;352;5.0;6.2;6.0;77.0;
2025-02-03 07:10:00;358;5.0;6.2;6.1;77.0;0
2025-02-03 07:15:00;359;5.9;7.3;6.0;76.0;0
2025-02-03 07:20:00;354;5.7;7.4;5.9;76.0;1
2025-02-03 07:25:00;355;5.9;7.4;5.9;76.0;2
2025-02-03 07:30:00;353;5.7;7.0;5.8;76.0;5
2025-02-03 07:35:00;353;5.5;6.7;5.9;77.0;8
2025-02-03 07:40:00;355;5.7;7.3;5.9;76.0;13
2025-02-03 07:45:00;357;5.1;6.3;5.8;76.0;20
2025-02-03 07:50:00;357;5.0;5.9;5.8;76.0;28
2025-02-03 07:55:00;357;4.9;6.2;5.9;76.0;38
2025-02-03 08:00:00;356;5.1;6.2;5.9;77.0;49
2025-02-03 08:05:00;359;5.4;7.0;5.8;77.0;61
2025-02-03 08:10:00;359;5.4;6.4;5.8;77.0;73
2025-02-03 08:15:00;351;5.1;6.2;5.7;76.0;87
2025-02-03 08:20:00;353;4.8;6.1;5.7;76.0;100
2025-02-03 08:25:00;355;5.0;6.0;5.8;76.0;112
2025-02-03 08:30:00;357;5.0;6.3;5.9;76.0;125
2025-02-03 08:35:00;355;5.0;6.6;5.9;76.0;139
2025-02-03 08:40:00;355;5.1;6.2;5.9;76.0;152
2025-02-03 08:45:00;356;4.9;6.0;6.0;76.0;165
2025-02-03 08:50:00;359;4.7;6.3;5.9;76.0;179
2025-02-03 08:55:00;359;4.8;6.2;5.9;76.0;192
2025-02-03 09:00:00;354;5.2;6.2;6.0;76.0;205
2025-02-03 09:05:00;356;5.0;6.1;6.0;76.0;219
2025-02-03 09:10:00;2;4.9;6.1;6.1;75.0;232
2025-02-03 09:15:00;1;5.4;6.8;6.4;76.0;244
2025-02-03 09:20:00;6;4.9;6.3;6.6;75.0;256
2025-02-03 09:25:00;11;4.9;6.3;6.8;75.0;268
2025-02-03 09:30:00;7;4.8;6.3;6.7;74.0;280
2025-02-03 09:35:00;6;5.7;6.9;6.6;74.0;293
2025-02-03 09:40:00;8;5.3;6.8;6.8;74.0;305
2025-02-03 09:45:00;5;5.0;6.8;6.8;74.0;317
2025-02-03 09:50:00;7;5.4;7.0;6.8;74.0;329
2025-02-03 09:55:00;10;5.6;7.0;6.9;73.0;342
2025-02-03 10:00:00;7;4.9;7.2;7.2;74.0;356
2025-02-03 10:05:00;9;4.7;7.3;7.1;73.0;379
2025-02-03 10:10:00;9;5.5;7.1;7.3;73.0;401
2025-02-03 10:15:00;7;5.6;7.1;7.2;72.0;166
2025-02-03 10:20:00;14;5.6;7.6;7.4;73.0;198
2025-02-03 10:25:00;19;6.1;8.5;7.7;72.0;417
2025-02-03 10:30:00;16;6.4;8.2;7.6;71.0;422
2025-02-03 10:35:00;18;6.8;9.1;7.7;69.0;425
2025-02-03 10:40:00;14;5.8;7.4;7.8;70.0;434
2025-02-03 10:45:00;8;6.2;7.9;7.8;70.0;423
2025-02-03 10:50:00;4;6.2;8.3;7.9;70.0;434
2025-02-03 10:55:00;9;5.4;7.0;8.2;69.0;440
2025-02-03 11:00:00;4;5.0;6.9;8.2;69.0;452
2025-02-03 11:05:00;10;5.9;7.5;8.4;68.0;460
2025-02-03 11:10:00;17;5.2;7.9;8.6;67.0;465
2025-02-03 11:15:00;6;6.2;7.5;8.3;66.0;471
2025-02-03 11:20:00;12;6.4;8.5;8.3;66.0;480
2025-02-03 11:25:00;10;6.2;8.4;8.4;66.0;482
2025-02-03 11:30:00;6;6.2;7.9;8.5;66.0;485
2025-02-03 11:35:00;358;5.9;7.5;8.6;66.0;489
2025-02-03 11:40:00;5;4.5;6.5;8.9;67.0;487
2025-02-03 11:45:00;4;4.4;5.9;8.8;65.0;494
2025-02-03 11:50:00;6;5.0;6.2;8.8;65.0;494
2025-02-03 11:55:00;6;4.4;5.6;9.0;65.0;499
2025-02-03 12:00:00;9;4.8;5.7;9.1;65.0;498
2025-02-03 12:05:00;7;5.0;6.2;9.2;64.0;499
2025-02-03 12:10:00;6;4.5;5.5;9.3;64.0;501
2025-02-03 12:15:00;17;4.6;6.4;9.6;64.0;499
2025-02-03 12:20:00;14;4.6;6.0;9.4;63.0;500
2025-02-03 12:25:00;16;4.1;5.1;9.9;64.0;499
2025-02-03 12:30:00;18;4.8;6.7;9.8;62.0;502
2025-02-03 12:35:00;19;4.4;6.5;9.8;62.0;500
2025-02-03 12:40:00;20;4.7;6.0;9.9;62.0;499
2025-02-03 12:45:00;11;4.3;6.4;9.8;63.0;497
2025-02-03 12:50:00;5;4.6;5.7;9.9;62.0;497
2025-02-03 12:55:00;21;4.7;6.0;10.1;62.0;493
2025-02-03 13:00:00;27;3.9;5.3;10.4;62.0;489
2025-02-03 13:05:00;35;4.0;5.3;10.4;61.0;486
2025-02-03 13:10:00;29;3.8;5.1;10.6;61.0;481
2025-02-03 13:15:00;34;3.8;4.8;10.7;61.0;477
2025-02-03 13:20:00;25;3.6;4.8;10.6;61.0;472
2025-02-03 13:25:00;24;3.1;4.3;10.8;62.0;466
2025-02-03 13:30:00;34;4.0;5.6;10.8;60.0;463
2025-02-03 13:35:00;31;3.9;5.2;10.8;59.0;457
2025-02-03 13:40:00;35;4.1;5.1;10.7;59.0;450
2025-02-03 13:45:00;35;4.1;4.8;10.8;59.0;445
2025-02-03 13:50:00;27;3.6;5.1;10.7;60.0;434
2025-02-03 13:55:00;20;3.2;4.1;10.8;59.0;427
2025-02-03 14:00:00;17;4.0;5.8;10.6;59.0;421
2025-02-03 14:05:00;35;3.8;4.7;11.0;59.0;413
2025-02-03 14:10:00;35;4.5;5.4;10.8;58.0;405
2025-02-03 14:15:00;36;3.7;4.7;11.0;58.0;396
2025-02-03 14:20:00;28;3.6;4.8;11.0;58.0;388
2025-02-03 14:25:00;16;2.9;4.1;11.1;59.0;376
2025-02-03 14:30:00;28;2.8;3.8;11.2;59.0;367
2025-02-03 14:35:00;32;2.8;4.2;11.4;58.0;357
2025-02-03 14:40:00;24;3.4;4.4;11.3;57.0;345
2025-02-03 14:45:00;53;3.3;4.0;11.0;57.0;340
2025-02-03 14:50:00;102;3.5;4.2;10.0;66.0;332
2025-02-03 14:55:00;106;3.8;4.1;9.9;67.0;319
2025-02-03 15:00:00;107;3.8;4.2;10.0;67.0;308
2025-02-03 15:05:00;105;3.6;3.9;10.0;67.0;293
2025-02-03 15:10:00;98;3.7;4.5;10.0;67.0;280
2025-02-03 15:15:00;100;3.7;4.3;9.9;68.0;269
2025-02-03 15:20:00;100;3.7;4.2;10.1;68.0;255
2025-02-03 15:25:00;92;3.3;4.0;10.2;68.0;243
2025-02-03 15:30:00;92;3.0;3.5;10.2;68.0;231
2025-02-03 15:35:00;92;3.2;3.7;10.1;69.0;218
2025-02-03 15:40:00;89;3.2;3.6;10.1;69.0;204
2025-02-03 15:45:00;91;3.6;4.1;9.9;68.0;192
2025-02-03 15:50:00;95;3.5;3.9;10.0;68.0;179
2025-02-03 15:55:00;95;3.6;4.2;10.0;68.0;167
2025-02-03 16:00:00;91;3.8;4.2;10.0;67.0;153
2025-02-03 16:05:00;81;3.4;4.0;10.1;68.0;139
2025-02-03 16:10:00;73;3.6;4.7;10.0;67.0;126
2025-02-03 16:15:00;69;3.1;3.9;10.2;67.0;111
2025-02-03 16:20:00;65;2.9;4.2;10.0;66.0;99
2025-02-03 16:25:00;73;2.7;3.0;10.1;67.0;86
2025-02-03 16:30:00;79;2.5;3.0;10.0;67.0;73
2025-02-03 16:35:00;78;2.5;3.7;10.0;67.0;62
2025-02-03 16:40:00;70;2.5;3.4;9.9;68.0;50
2025-02-03 16:45:00;77;2.3;3.0;9.8;68.0;40
2025-02-03 16:50:00;79;2.2;3.2;9.8;68.0;31
2025-02-03 16:55:00;81;2.8;3.5;9.8;68.0;25
2025-02-03 17:00:00;74;2.8;3.5;9.7;69.0;20
2025-02-03 17:05:00;77;2.7;3.5;9.5;70.0;13
2025-02-03 17:10:00;71;2.8;3.6;9.4;71.0;10
2025-02-03 17:15:00;68;3.0;4.1;9.3;71.0;7
2025-02-03 17:20:00;66;3.2;3.8;9.2;71.0;4
2025-02-03 17:25:00;64;2.6;3.4;9.2;72.0;2
2025-02-03 17:30:00;58;2.4;2.9;9.1;72.0;1
2025-02-03 17:35:00;49;1.9;2.4;9.1;72.0;0
2025-02-03 17:40:00;40;1.9;2.7;9.0;72.0;0
2025-02-03 17:45:00;40;2.2;2.5;8.9;72.0;0
2025-02-03 17:50:00;43;2.3;2.6;8.9;72.0;
2025-02-03 17:55:00;43;1.8;2.3;8.9;72.0;0
2025-02-03 18:00:00;42;2.0;2.5;8.9;72.0;
2025-02-03 18:05:00;34;2.6;3.0;9.1;73.0;
2025-02-03 18:10:00;14;2.5;3.1;9.2;73.0;
2025-02-03 18:15:00;8;2.6;3.1;9.3;72.0;
2025-02-03 18:20:00;355;2.7;3.1;9.3;71.0;
2025-02-03 18:25:00;354;2.5;3.2;9.3;70.0;
2025-02-03 18:30:00;357;2.4;2.9;9.4;69.0;
2025-02-03 18:35:00;2;2.3;2.7;9.3;69.0;
2025-02-03 18:40:00;9;2.4;3.1;9.3;69.0;
2025-02-03 18:45:00;5;2.8;3.4;9.2;70.0;
2025-02-03 18:50:00;7;3.3;4.0;9.1;70.0;
2025-02-03 18:55:00;5;3.5;4.6;9.0;71.0;
2025-02-03 19:00:00;8;3.5;4.5;8.8;71.0;0
2025-02-03 19:05:00;11;3.4;4.3;8.6;71.0;0
2025-02-03 19:10:00;17;3.3;4.6;8.5;71.0;0
2025-02-03 19:15:00;13;3.2;4.3;8.5;71.0;
2025-02-03 19:20:00;11;3.9;5.1;8.6;70.0;
2025-02-03 19:25:00;16;4.0;6.0;8.6;68.0;
2025-02-03 19:30:00;23;4.0;5.3;8.6;66.0;
2025-02-03 19:35:00;24;3.8;4.6;8.4;66.0;0
2025-02-03 19:40:00;31;3.0;4.7;8.3;67.0;0
2025-02-03 19:45:00;35;3.7;4.8;8.2;65.0;
2025-02-03 19:50:00;32;3.7;5.1;8.2;64.0;
2025-02-03 19:55:00;34;3.7;4.8;8.1;64.0;0
2025-02-03 20:00:00;40;3.9;4.9;8.0;64.0;0
2025-02-03 20:05:00;43;3.3;4.3;7.9;64.0;
2025-02-03 20:10:00;44;3.3;4.2;7.8;64.0;
2025-02-03 20:15:00;41;3.3;4.4;7.8;64.0;0
2025-02-03 20:20:00;39;3.4;5.0;7.7;64.0;
2025-02-03 20:25:00;40;3.5;4.6;7.6;64.0;0
2025-02-03 20:30:00;39;3.1;4.4;7.5;64.0;0
2025-02-03 20:35:00;32;3.5;4.9;7.5;63.0;
2025-02-03 20:40:00;27;3.2;4.5;7.4;64.0;0
2025-02-03 20:45:00;15;3.1;4.2;7.4;64.0;
2025-02-03 20:50:00;19;3.6;5.0;7.3;64.0;
2025-02-03 20:55:00;19;4.0;4.8;7.3;63.0;
2025-02-03 21:00:00;20;3.4;4.3;7.2;64.0;0
2025-02-03 21:05:00;19;3.1;3.8;7.2;64.0;
2025-02-03 21:10:00;23;3.1;4.2;7.1;64.0;
2025-02-03 21:15:00;22;3.1;4.1;7.2;64.0;
2025-02-03 21:20:00;19;3.6;4.5;7.1;64.0;
2025-02-03 21:25:00;15;3.5;4.8;7.1;65.0;
2025-02-03 21:30:00;13;3.5;5.1;7.1;65.0;
2025-02-03 21:35:00;3;3.7;4.7;7.0;67.0;
2025-02-03 21:40:00;9;3.6;4.6;7.0;68.0;
2025-02-03 21:45:00;10;4.0;5.6;7.0;69.0;
2025-02-03 21:50:00;14;4.0;5.4;6.9;69.0;
2025-02-03 21:55:00;12;3.5;4.5;6.9;70.0;
2025-02-03 22:00:00;11;3.7;5.1;6.9;70.0;
2025-02-03 22:05:00;5;4.0;4.7;6.8;71.0;
2025-02-03 22:10:00;2;3.9;5.4;6.7;72.0;
2025-02-03 22:15:00;3;3.6;4.8;6.7;72.0;
2025-02-03 22:20:00;5;3.6;5.1;6.7;73.0;0
2025-02-03 22:25:00;11;4.1;5.8;6.6;73.0;
2025-02-03 22:30:00;8;4.3;6.3;6.6;73.0;0
2025-02-03 22:35:00;9;4.1;5.5;6.6;73.0;
2025-02-03 22:40:00;8;4.5;5.5;6.5;73.0;
2025-02-03 22:45:00;6;5.0;6.3;6.5;73.0;
2025-02-03 22:50:00;3;4.7;7.0;6.4;73.0;
2025-02-03 22:55:00;5;4.8;5.7;6.4;73.0;0
2025-02-03 23:00:00;11;4.7;6.1;6.3;72.0;0
2025-02-03 23:05:00;10;4.4;5.5;6.3;72.0;0
2025-02-03 23:10:00;17;4.5;6.2;6.3;72.0;
2025-02-03 23:15:00;18;4.5;5.7;6.3;72.0;
2025-02-03 23:20:00;13;4.3;5.4;6.3;72.0;0
2025-02-03 23:25:00;10;4.4;6.1;6.2;72.0;0
2025-02-03 23:30:00;10;4.6;5.8;6.1;72.0;0
2025-02-03 23:35:00;10;4.4;5.4;6.1;72.0;
2025-02-03 23:40:00;10;4.8;6.2;6.2;72.0;
2025-02-03 23:45:00;6;4.6;5.9;6.1;73.0;
2025-02-03 23:50:00;5;5.3;6.9;6.2;73.0;
2025-02-03 23:55:00;5;5.5;6.7;6.2;73.0;
2025-02-04 00:00:00;3;4.6;6.3;6.1;73.0;
2025-02-04 00:05:00;1;4.5;5.6;5.9;73.0;0
2025-02-04 00:10:00;353;4.8;5.7;5.7;73.0;0
2025-02-04 00:15:00;353;4.8;5.5;5.5;74.0;0
2025-02-04 00:20:00;354;5.1;6.1;5.3;74.0;0
2025-02-04 00:25:00;353;4.9;6.1;5.4;74.0;0
2025-02-04 00:30:00;355;5.0;5.7;5.3;74.0;0
2025-02-04 00:35:00;351;5.3;6.5;5.2;74.0;0
2025-02-04 00:40:00;350;5.2;6.3;5.2;75.0;0
2025-02-04 00:45:00;353;5.6;6.5;5.2;75.0;0
2025-02-04 00:50:00;359;5.1;6.6;5.3;75.0;
2025-02-04 00:55:00;358;5.4;6.3;5.3;75.0;
2025-02-04 01:00:00;359;5.2;6.1;5.3;75.0;
2025-02-04 01:05:00;356;5.2;6.2;5.3;75.0;0
2025-02-04 01:10:00;355;4.8;5.7;5.3;75.0;0
2025-02-04 01:15:00;355;4.7;6.0;5.2;75.0;0
2025-02-04 01:20:00;351;5.2;6.3;5.3;75.0;0
2025-02-04 01:25:00;353;5.1;6.1;5.5;75.0;
2025-02-04 01:30:00;353;5.7;6.8;5.3;74.0;0
2025-02-04 01:35:00;352;5.5;7.0;5.3;74.0;0
2025-02-04 01:40:00;349;4.7;5.6;5.0;74.0;0
2025-02-04 01:45:00;350;4.5;5.3;5.0;74.0;0
2025-02-04 01:50:00;352;4.8;6.1;4.9;74.0;0
2025-02-04 01:55:00;355;4.6;5.4;5.1;74.0;
2025-02-04 02:00:00;357;4.9;5.8;5.2;74.0;
2025-02-04 02:05:00;356;4.9;6.3;5.2;73.0;
2025-02-04 02:10:00;1;4.7;5.7;5.4;73.0;
2025-02-04 02:15:00;1;5.2;6.2;5.4;73.0;
2025-02-04 02:20:00;359;5.4;6.5;5.4;72.0;
2025-02-04 02:25:00;357;5.4;6.1;5.4;72.0;
2025-02-04 02:30:00;359;5.3;6.5;5.4;72.0;
2025-02-04 02:35:00;359;5.0;6.0;5.4;72.0;
2025-02-04 02:40:00;359;5.2;6.4;5.3;71.0;
2025-02-04 02:45:00;352;4.8;5.8;5.2;72.0;0
2025-02-04 02:50:00;354;4.7;6.0;5.1;72.0;0
2025-02-04 02:55:00;353;5.1;6.3;5.2;72.0;
2025-02-04 03:00:00;358;5.0;6.2;5.3;71.0;
2025-02-04 03:05:00;357;4.8;5.6;5.4;71.0;
2025-02-04 03:10:00;357;5.1;6.3;5.4;70.0;
2025-02-04 03:15:00;5;4.5;5.6;5.3;69.0;
2025-02-04 03:20:00;359;4.7;5.9;5.4;69.0;
2025-02-04 03:25:00;0;5.1;6.5;5.4;69.0;
2025-02-04 03:30:00;5;4.8;6.1;5.4;69.0;0
2025-02-04 03:35:00;4;4.6;5.8;5.4;69.0;
2025-02-04 03:40:00;7;3.9;5.8;5.4;70.0;0
2025-02-04 03:45:00;6;4.0;5.3;5.4;70.0;0
2025-02-04 03:50:00;11;3.8;4.9;5.4;70.0;
2025-02-04 03:55:00;8;3.8;4.6;5.3;71.0;
2025-02-04 04:00:00;5;4.0;4.9;5.3;71.0;
2025-02-04 04:05:00;358;4.7;5.5;5.3;71.0;
2025-02-04 04:10:00;0;4.7;5.6;5.2;70.0;
2025-02-04 04:15:00;358;4.7;5.6;5.2;70.0;
2025-02-04 04:20:00;356;4.6;5.6;5.1;71.0;0
2025-02-04 04:25:00;1;4.8;5.7;5.0;71.0;0
2025-02-04 04:30:00;0;5.1;5.8;5.0;71.0;
2025-02-04 04:35:00;357;5.3;6.6;5.0;71.0;
2025-02-04 04:40:00;358;4.8;5.8;4.9;71.0;0
2025-02-04 04:45:00;357;5.0;6.0;4.8;71.0;0
2025-02-04 04:50:00;354;5.4;6.5;4.8;71.0;
2025-02-04 04:55:00;357;5.2;6.2;4.8;71.0;
2025-02-04 05:00:00;357;5.2;6.5;4.8;72.0;
2025-02-04 05:05:00;359;5.4;6.7;4.7;71.0;0
2025-02-04 05:10:00;0;5.3;6.6;4.7;72.0;0
2025-02-04 05:15:00;0;5.6;6.9;4.6;72.0;0
2025-02-04 05:20:00;2;5.3;6.5;4.5;72.0;0
2025-02-04 05:25:00;0;5.3;6.4;4.5;72.0;0
2025-02-04 05:30:00;357;5.2;6.4;4.4;73.0;0
2025-02-04 05:35:00;358;5.5;6.6;4.4;73.0;0
